Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2014,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,130",70.1
2014,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"8,704",147.7
2014,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,326,5.5
2014,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,226",20.8
2014,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"10,785",183
2014,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"5,566",94.4
2014,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,"1,276",21.6
2014,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,582",26.8
2014,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,669,11.3
2014,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,68,1.2
2014,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,248,4.2
2014,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,158,2.7
2014,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"1,994",33.8
2014,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,153,2.6
2014,September,D Public order and security offences,D40 Public security offences,D43 Hacking,72,1.2
2014,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,9,0.2
2014,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,190,3.2
2014,September,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0
2014,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"3,440",58.4
2014,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,694,11.8
2014,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,947,16.1
2014,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,126",19.1
2014,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"23,294",395.2
2014,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"2,626",44.5
2014,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"15,417",261.5
2014,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,884,15
2014,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,11,0.2
2014,September,F Other offences,F10 Regulatory driving offences,F12 Drug driving,1,0
2014,September,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,5,0.1
2014,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,14,0.2
2014,September,F Other offences,F20 Transport regulation offences,F21 Public transport,293,5
2014,September,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,5,0.1
2014,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,38,0.6
2014,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,9,0.2
2014,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,137,2.3
2014,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,48,0.8
2014,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,98,1.7
2014,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,296,5
2014,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,31,0.5
2014,September,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,9,0.2
2014,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,139,2.4
2014,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,70,1.2
2014,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,80,1.4
2014,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,85,1.4
2014,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,241,4.1
2014,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,22,0.4
2014,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,52,0.9
2013,September,A Crimes against the person,A10 Homicide and related offences,A11 Murder,45,0.8
2013,September,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,27,0.5
2013,September,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,27,0.5
2013,September,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,54,0.9
2013,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,874",136.4
2013,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"9,738",168.7
2013,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,609",45.2
2013,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"8,959",155.2
2013,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"8,077",139.9
2013,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"3,491",60.5
2013,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"4,598",79.7
2013,September,A Crimes against the person,A30 Sexual offences,A33 Incest,480,8.3
2013,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,007",17.4
2013,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,148,2.6
2013,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,217,3.8
2013,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,438,7.6
2013,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,487",43.1
2013,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,260,4.5
2013,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,123,2.1
2013,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,60,1
2013,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,220",21.1
2013,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,566",27.1
2013,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,804,13.9
2013,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,"1,061",18.4
2013,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,091",53.5
2013,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"2,750",47.6
2013,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,198,3.4
2013,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,93,1.6
2013,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,788,13.7
2013,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"2,593",44.9
2013,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"3,213",55.7
2013,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,104,1.8
2013,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,526,9.1
2013,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"41,828",724.6
2013,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,529",61.1
2013,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,362,6.3
2013,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"2,601",45.1
2013,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,133,2.3
2013,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,33,0.6
2013,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"28,618",495.7
2013,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"14,961",259.2
2013,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,329,5.7
2013,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"14,364",248.8
2013,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"43,206",748.5
2013,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"21,379",370.3
2013,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"4,813",83.4
2013,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"8,469",146.7
2013,September,B Property and deception offences,B40 Theft,B46 Fare evasion,180,3.1
2013,September,B Property and deception offences,B40 Theft,B49 Other theft,"53,509",926.9
2013,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"2,816",48.8
2013,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,5,0.1
2013,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"27,113",469.7
2013,September,B Property and deception offences,B50 Deception,B54 State false information,710,12.3
2013,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,153,2.7
2013,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,104,1.8
2013,September,B Property and deception offences,B50 Deception,B59 Other deception offences,113,2
2013,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,14,0.2
2013,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,22,0.4
2013,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"3,955",68.5
2013,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,034",17.9
2013,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,653,11.3
2013,September,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,046",18.1
2013,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"15,484",268.2
2013,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,50,0.9
2013,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"3,614",62.6
2013,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"7,919",137.2
2013,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,277,4.8
2013,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,346",23.3
2013,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"13,014",225.4
2013,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"5,339",92.5
2013,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,"1,229",21.3
2013,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,343",23.3
2013,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,418,7.2
2013,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,99,1.7
2013,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,145,2.5
2013,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,224,3.9
2013,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"1,883",32.6
2013,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,172,3
2013,September,D Public order and security offences,D40 Public security offences,D42 Sabotage,1,0
2013,September,D Public order and security offences,D40 Public security offences,D43 Hacking,296,5.1
2013,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,4,0.1
2013,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,200,3.5
2013,September,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0
2013,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"2,764",47.9
2013,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,827,14.3
2013,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,809,14
2013,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,380",23.9
2013,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"17,687",306.4
2013,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"1,393",24.1
2013,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"7,617",131.9
2013,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,783,13.6
2013,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,15,0.3
2013,September,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,4,0.1
2013,September,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,2,0
2013,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,6,0.1
2013,September,F Other offences,F20 Transport regulation offences,F21 Public transport,229,4
2013,September,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0
2013,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,17,0.3
2013,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,2,0
2013,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,139,2.4
2013,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,86,1.5
2013,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,104,1.8
2013,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,272,4.7
2013,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,22,0.4
2013,September,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,43,0.7
2013,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,124,2.1
2013,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,74,1.3
2013,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,53,0.9
2013,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,233,4
2013,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,189,3.3
2013,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,11,0.2
2013,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,86,1.5
