Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2019,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,846",120.1
2019,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,226",126
2019,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,070",47
2019,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"14,899",228.1
2019,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"11,474",175.7
2019,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,508",69
2019,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,324",96.8
2019,September,A Crimes against the person,A30 Sexual offences,A33 Incest,409,6.3
2019,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,645",25.2
2019,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,547,8.4
2019,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,172,2.6
2019,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,564,8.6
2019,September,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0
2019,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"3,302",50.6
2019,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,515,7.9
2019,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,158,2.4
2019,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,85,1.3
2019,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,342",20.5
2019,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,986,15.1
2019,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,826",28
2019,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,976,14.9
2019,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,171",63.9
2019,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,221",49.3
2019,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,131",17.3
2019,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,53,0.8
2019,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,182",18.1
2019,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,384",51.8
2019,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,366",36.2
2019,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,43,0.7
2019,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,713,10.9
2019,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"36,724",562.3
2019,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"2,908",44.5
2019,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,487,7.5
2019,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,835",58.7
2019,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,105,1.6
2019,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0
2019,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"23,577",361
2019,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"12,605",193
2019,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,92,1.4
2019,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"19,243",294.6
2019,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"58,977",903.1
2019,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"25,398",388.9
2019,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"7,310",111.9
2019,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"18,022",276
2019,September,B Property and deception offences,B40 Theft,B46 Fare evasion,80,1.2
2019,September,B Property and deception offences,B40 Theft,B49 Other theft,"48,615",744.4
2019,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,459",53
2019,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,13,0.2
2019,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"31,059",475.6
2019,September,B Property and deception offences,B50 Deception,B54 State false information,"1,037",15.9
2019,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,11,0.2
2019,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,180,2.8
2019,September,B Property and deception offences,B50 Deception,B59 Other deception offences,446,6.8
2019,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,7,0.1
2019,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,76,1.2
2019,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,916",75.3
2019,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,164",17.8
2019,September,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,2,0
2019,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,346,5.3
2019,September,C Drug offences,C30 Drug use and possession,C31 Drug use,709,10.9
2019,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"26,253",402
2019,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,57,0.9
2019,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,887",74.8
2019,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"11,273",172.6
2019,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,272,4.2
2019,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,587",24.3
2019,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"7,116",109
2019,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"3,283",50.3
2019,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,756,11.6
2019,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,744",26.7
2019,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,501,7.7
2019,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,99,1.5
2019,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,301,4.6
2019,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,232,3.6
2019,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,022",46.3
2019,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,142,2.2
2019,September,D Public order and security offences,D40 Public security offences,D43 Hacking,69,1.1
2019,September,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,4,0.1
2019,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,3,0
2019,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,190,2.9
2019,September,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,2,0
2019,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"9,126",139.7
2019,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,737,11.3
2019,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,772,11.8
2019,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,226",34.1
2019,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"45,353",694.4
2019,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,837",58.8
2019,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"14,746",225.8
2019,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,713",26.2
2019,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,5,0.1
2019,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,29,0.4
2019,September,F Other offences,F20 Transport regulation offences,F21 Public transport,294,4.5
2019,September,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,7,0.1
2019,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,164,2.5
2019,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,19,0.3
2019,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,28,0.4
2019,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,43,0.7
2019,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,30,0.5
2019,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,133,2
2019,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,9,0.1
2019,September,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0
2019,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,37,0.6
2019,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,64,1
2019,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,58,0.9
2019,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,122,1.9
2019,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,198,3
2019,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,56,0.9
2019,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,57,0.9
2018,September,A Crimes against the person,A10 Homicide and related offences,A11 Murder,56,0.9
2018,September,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,48,0.7
2018,September,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,12,0.2
2018,September,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,98,1.5
2018,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,687",119.8
2018,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,534",133
2018,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,894",45.1
2018,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,648",212.6
2018,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"10,957",170.7
2018,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,314",67.2
2018,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,868",107
2018,September,A Crimes against the person,A30 Sexual offences,A33 Incest,519,8.1
2018,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,707",26.6
2018,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,531,8.3
2018,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,149,2.3
2018,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,567,8.8
2018,September,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0
2018,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,724",42.4
2018,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,396,6.2
2018,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,151,2.4
2018,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,72,1.1
2018,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,361",21.2
2018,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,062",16.5
2018,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,585",24.7
2018,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,942,14.7
2018,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,841",59.8
2018,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"2,995",46.7
2018,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,107",17.2
2018,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,59,0.9
2018,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,194",18.6
2018,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,575",55.7
2018,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,504",39
2018,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,61,1
2018,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,685,10.7
2018,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"37,298",581.1
2018,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"2,747",42.8
2018,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,517,8.1
2018,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,485",54.3
2018,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,141,2.2
2018,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,2,0
2018,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"25,095",391
2018,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"13,346",207.9
2018,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,86,1.3
2018,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"18,383",286.4
2018,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"55,402",863.2
2018,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"22,842",355.9
2018,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,584",102.6
2018,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,504",272.7
2018,September,B Property and deception offences,B40 Theft,B46 Fare evasion,117,1.8
2018,September,B Property and deception offences,B40 Theft,B49 Other theft,"46,827",729.6
2018,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"2,919",45.5
2018,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,13,0.2
2018,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"30,029",467.9
2018,September,B Property and deception offences,B50 Deception,B54 State false information,990,15.4
2018,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,205,3.2
2018,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,157,2.4
2018,September,B Property and deception offences,B50 Deception,B59 Other deception offences,397,6.2
2018,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,7,0.1
2018,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,91,1.4
2018,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,558",71
2018,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,982,15.3
2018,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,372,5.8
2018,September,C Drug offences,C30 Drug use and possession,C31 Drug use,987,15.4
2018,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"23,542",366.8
2018,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,108,1.7
2018,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,431",69
2018,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,341",161.1
2018,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,253,3.9
2018,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,447",22.5
2018,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"7,803",121.6
2018,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"3,616",56.3
2018,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,898,14
2018,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,670",26
2018,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,285,4.4
2018,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,141,2.2
2018,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,257,4
2018,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,209,3.3
2018,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,946",45.9
2018,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,145,2.3
2018,September,D Public order and security offences,D40 Public security offences,D43 Hacking,60,0.9
2018,September,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,34,0.5
2018,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,3,0
2018,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,129,2
2018,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,225",128.2
2018,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,755,11.8
2018,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,918,14.3
2018,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,239",34.9
2018,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"40,694",634
2018,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,454",53.8
2018,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"14,769",230.1
2018,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,177",18.3
2018,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,2,0
2018,September,F Other offences,F10 Regulatory driving offences,F14 Parking offences,1,0
2018,September,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,2,0
2018,September,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0
2018,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0
2018,September,F Other offences,F20 Transport regulation offences,F21 Public transport,413,6.4
2018,September,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,9,0.1
2018,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,119,1.9
2018,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,20,0.3
2018,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,28,0.4
2018,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,38,0.6
2018,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,383,6
2018,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,350,5.5
2018,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,20,0.3
2018,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,56,0.9
2018,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,78,1.2
2018,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,59,0.9
2018,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,53,0.8
2018,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,191,3
2018,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,32,0.5
2018,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,73,1.1
2017,September,A Crimes against the person,A10 Homicide and related offences,A11 Murder,62,1
2017,September,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,84,1.3
2017,September,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.3
2017,September,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,79,1.3
2017,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,796",123.7
2017,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,761",139.1
2017,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,989",47.4
2017,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,912",220.8
2017,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"9,870",156.7
2017,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,534",72
2017,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"7,047",111.9
2017,September,A Crimes against the person,A30 Sexual offences,A33 Incest,561,8.9
2017,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,629",25.9
2017,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,777,12.3
2017,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,180,2.9
2017,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,565,9
2017,September,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0
2017,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,851",45.3
2017,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,364,5.8
2017,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,119,1.9
2017,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,68,1.1
2017,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,306",20.7
2017,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,187",18.8
2017,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,520",24.1
2017,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,905,14.4
2017,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,981",63.2
2017,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"2,876",45.7
2017,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,053",16.7
2017,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,51,0.8
2017,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,202",19.1
2017,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,699",58.7
2017,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,709",43
2017,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,60,1
2017,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,465,7.4
2017,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"37,980",602.9
2017,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,166",50.3
2017,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,459,7.3
2017,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,714",59
2017,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,174,2.8
2017,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,3,0
2017,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"29,843",473.7
2017,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"15,185",241
2017,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,89,1.4
2017,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"20,113",319.3
2017,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"57,212",908.2
2017,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"22,565",358.2
2017,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"5,968",94.7
2017,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"18,741",297.5
2017,September,B Property and deception offences,B40 Theft,B46 Fare evasion,139,2.2
2017,September,B Property and deception offences,B40 Theft,B49 Other theft,"45,750",726.2
2017,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,437",54.6
2017,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,17,0.3
2017,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"30,531",484.6
2017,September,B Property and deception offences,B50 Deception,B54 State false information,"1,066",16.9
2017,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,41,0.7
2017,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,184,2.9
2017,September,B Property and deception offences,B50 Deception,B59 Other deception offences,427,6.8
2017,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,6,0.1
2017,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,48,0.8
2017,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,261",67.6
2017,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,935,14.8
2017,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,417,6.6
2017,September,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,124",17.8
2017,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"22,298",353.9
2017,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,70,1.1
2017,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,791",76.1
2017,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,440",165.7
2017,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,266,4.2
2017,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,287",20.4
2017,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"8,048",127.8
2017,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"4,254",67.5
2017,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,956,15.2
2017,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,746",27.7
2017,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,273,4.3
2017,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,149,2.4
2017,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,415,6.6
2017,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,148,2.3
2017,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,707",43
2017,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,162,2.6
2017,September,D Public order and security offences,D40 Public security offences,D41 Immigration offences,2,0
2017,September,D Public order and security offences,D40 Public security offences,D43 Hacking,74,1.2
2017,September,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,10,0.2
2017,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,6,0.1
2017,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,188,3
2017,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,924",141.7
2017,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,746,11.8
2017,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,875,13.9
2017,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,764",28
2017,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"39,201",622.3
2017,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,314",52.6
